Reporting Month,Timestamp,What is the name of your school?,What is your school's synthetic school code?,What is the name of your district?,Block Details,Was the PBL project conducted in your school this month?,Was evidence submitted for the completed PBL project?,In which class/classes did you conduct the PBL project?,Which subject do you teach?,"Total number of students enrolled in Class 6, including all sections","Average student attendance during the Class 6 PBL Science session. If you did not teach Science in Class 6, enter 0.","Average student attendance during the Class 6 PBL Math session. If you did not teach Math in Class 6, enter 0.","Total number of students enrolled in Class 7, including all sections","Average student attendance during the Class 7 PBL Science session. If you did not teach Science in Class 7, enter 0.","Average student attendance during the Class 7 PBL Math session. If you did not teach Math in Class 7, enter 0.","Total number of students enrolled in Class 8, including all sections","Average student attendance during the Class 8 PBL Science session. If you did not teach Science in Class 8, enter 0.","Average student attendance during the Class 8 PBL Math session. If you did not teach Math in Class 8, enter 0.",Derived: Total enrollment across Classes 6-8,Derived: Total attendance across PBL Science and Math sessions,Derived: Overall PBL attendance rate,Derived: Risk status
2025-08,2025-08-09 21:50:00,School ABXQ,SYN-1291-ABXQ,District D,District D - Block 008,Yes,No,"Classes 6, 7 and 8",Math and Science,11,9,9,22,16,15,13,5,5,46,59,0.6413,Behind
2025-08,2025-08-09 22:07:00,School ABXR,SYN-1292-ABXR,District D,District D - Block 008,Yes,No,"Classes 6, 7 and 8",Math and Science,29,21,19,38,22,24,23,15,16,90,117,0.65,Behind
2025-08,2025-08-09 22:24:00,School ABXS,SYN-1293-ABXS,District D,District D - Block 008,No,No,Not conducted,Not applicable,44,0,0,44,0,0,33,0,0,121,0,0.0,Critical
2025-08,2025-08-09 22:41:00,School ABXT,SYN-1294-ABXT,District D,District D - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,107,64,64,108,69,78,115,71,77,330,423,0.6409,Behind
2025-08,2025-08-09 22:58:00,School ABWI,SYN-1257-ABWI,District D,District D - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,115,69,77,120,61,75,84,55,43,319,380,0.5956,At Risk
2025-08,2025-08-09 23:15:00,School ABWJ,SYN-1258-ABWJ,District D,District D - Block 009,Yes,Yes,Class 6,Math and Science,38,29,30,31,22,22,24,19,16,93,138,0.7419,Behind
2025-08,2025-08-09 23:32:00,School ABWK,SYN-1259-ABWK,District D,District D - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,126,73,74,119,62,62,78,39,40,323,350,0.5418,At Risk
2025-08,2025-08-09 23:49:00,School ABWL,SYN-1260-ABWL,District D,District D - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,7,6,6,34,26,23,21,17,17,62,95,0.7661,On Track
2025-08,2025-08-10 00:06:00,School ABWM,SYN-1261-ABWM,District D,District D - Block 009,Yes,No,"Classes 6, 7 and 8",Math and Science,37,27,28,32,22,26,36,25,30,105,158,0.7524,On Track
2025-08,2025-08-10 00:23:00,School ABWN,SYN-1262-ABWN,District D,District D - Block 009,Yes,Yes,Class 6,Math and Science,56,26,24,39,19,21,40,19,23,135,132,0.4889,At Risk
2025-08,2025-08-10 00:40:00,School ABWO,SYN-1263-ABWO,District D,District D - Block 009,Yes,Yes,Class 7,Science,17,8,10,22,12,10,22,14,11,61,65,0.5328,At Risk
2025-08,2025-08-10 00:57:00,School ABWP,SYN-1264-ABWP,District D,District D - Block 009,Yes,Yes,Class 6,Science,100,63,67,94,57,65,80,50,38,274,340,0.6204,Behind
2025-08,2025-08-10 01:14:00,School ABWQ,SYN-1265-ABWQ,District D,District D - Block 010,Yes,No,"Classes 6, 7 and 8",Math and Science,68,45,52,95,54,56,58,38,37,221,282,0.638,Behind
2025-08,2025-08-10 01:31:00,School ABWR,SYN-1266-ABWR,District D,District D - Block 010,Yes,Yes,"Classes 6, 7 and 8",Math and Science,4626,231,231,26,18,18,38,31,31,4690,560,0.0597,Critical
2025-08,2025-08-10 01:48:00,School ABWS,SYN-1267-ABWS,District D,District D - Block 010,Yes,No,"Classes 6, 7 and 8",Science,47,26,28,45,30,26,26,17,20,118,147,0.6229,Behind
2025-08,2025-08-10 02:05:00,School ABWT,SYN-1268-ABWT,District D,District D - Block 010,Yes,Yes,"Classes 6, 7 and 8",Math and Science,50,34,34,38,25,23,52,34,38,140,188,0.6714,Behind
2025-08,2025-08-10 02:22:00,School ABYD,SYN-1304-ABYD,District D,District D - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,18,15,13,16,12,13,22,18,16,56,87,0.7768,On Track
2025-08,2025-08-10 02:39:00,School ABYE,SYN-1305-ABYE,District D,District D - Block 011,Yes,Yes,Class 6,Math,18,11,13,26,15,13,14,7,7,58,66,0.569,At Risk
2025-08,2025-08-10 02:56:00,School ABYF,SYN-1306-ABYF,District D,District D - Block 011,Yes,No,"Classes 6, 7 and 8",Math and Science,49,30,30,59,35,31,36,17,18,144,161,0.559,At Risk
2025-08,2025-08-10 03:13:00,School ABYG,SYN-1307-ABYG,District D,District D - Block 011,No,No,Not conducted,Not applicable,99,0,0,46,0,0,58,0,0,203,0,0.0,Critical
2025-08,2025-08-10 03:30:00,School ABYH,SYN-1308-ABYH,District D,District D - Block 011,Yes,No,"Classes 6, 7 and 8",Math and Science,6,4,5,8,7,7,6,4,4,20,31,0.775,On Track
2025-08,2025-08-10 03:47:00,School ABYI,SYN-1309-ABYI,District D,District D - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,30,22,26,29,19,19,20,13,11,79,110,0.6962,Behind
2025-08,2025-08-10 04:04:00,School ABQF,SYN-1098-ABQF,District E,District E - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,32,26,22,33,25,23,38,26,26,103,148,0.7184,Behind
2025-08,2025-08-10 04:21:00,School ABQG,SYN-1099-ABQG,District E,District E - Block 001,Yes,Yes,Class 6,Math and Science,61,3,3,59,3,3,49,2,2,169,16,0.0473,Critical
2025-08,2025-08-10 04:38:00,School ABQH,SYN-1100-ABQH,District E,District E - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,115,82,96,119,89,93,115,100,82,349,542,0.7765,On Track
2025-08,2025-08-10 04:55:00,School ABQI,SYN-1101-ABQI,District E,District E - Block 001,No,No,Not conducted,Not applicable,164,0,0,127,0,0,137,0,0,428,0,0.0,Critical
2025-08,2025-08-10 05:12:00,School ABQJ,SYN-1102-ABQJ,District E,District E - Block 001,Yes,No,"Classes 6, 7 and 8",Math and Science,270,177,199,260,178,183,250,168,175,780,1080,0.6923,Behind
2025-08,2025-08-10 05:29:00,School ABQK,SYN-1103-ABQK,District E,District E - Block 001,No,No,Not conducted,Not applicable,43,0,0,48,0,0,52,0,0,143,0,0.0,Critical
2025-08,2025-08-10 05:46:00,School ABQL,SYN-1104-ABQL,District E,District E - Block 001,Yes,No,"Classes 6, 7 and 8",Math and Science,131,65,24,42,26,26,50,30,34,223,205,0.4596,At Risk
2025-08,2025-08-10 06:03:00,School ABQM,SYN-1105-ABQM,District E,District E - Block 001,Yes,Yes,"Classes 6, 7 and 8",Science,114,77,71,86,63,55,121,99,94,321,459,0.715,Behind
2025-08,2025-08-10 06:20:00,School ABQN,SYN-1106-ABQN,District E,District E - Block 001,Yes,Yes,Class 6,Math and Science,119,86,91,71,52,52,124,84,86,314,451,0.7182,Behind
2025-08,2025-08-10 06:37:00,School ABQO,SYN-1107-ABQO,District E,District E - Block 001,Yes,Yes,"Classes 6, 7 and 8",Math and Science,50,45,39,50,42,44,72,59,67,172,296,0.8605,On Track
2025-08,2025-08-10 06:54:00,School ABSE,SYN-1149-ABSE,District E,District E - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,150,131,131,128,114,105,128,96,102,406,679,0.8362,On Track
2025-08,2025-08-10 07:11:00,School ABSX,SYN-1168-ABSX,District E,District E - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,92,72,83,132,98,116,112,88,93,336,550,0.8185,On Track
2025-08,2025-08-10 07:28:00,School ABRP,SYN-1134-ABRP,District E,District E - Block 004,No,No,Not conducted,Not applicable,29,0,0,27,0,0,39,0,0,95,0,0.0,Critical
2025-08,2025-08-10 07:45:00,School ABRQ,SYN-1135-ABRQ,District E,District E - Block 004,No,No,Not conducted,Not applicable,117,0,0,42,0,0,46,0,0,205,0,0.0,Critical
2025-08,2025-08-10 08:02:00,School ABRR,SYN-1136-ABRR,District E,District E - Block 004,Yes,Yes,Class 8,Science,38,26,16,50,34,28,63,44,43,151,191,0.6325,Behind
2025-08,2025-08-10 08:19:00,School ABRT,SYN-1138-ABRT,District E,District E - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math and Science,137,75,72,179,86,79,162,159,80,478,551,0.5764,At Risk
2025-08,2025-08-10 08:36:00,School ABRL,SYN-1130-ABRL,District E,District E - Block 005,No,No,Not conducted,Not applicable,82,0,0,79,0,0,100,0,0,261,0,0.0,Critical
2025-08,2025-08-10 08:53:00,School ABRS,SYN-1137-ABRS,District E,District E - Block 005,No,No,Not conducted,Not applicable,65,0,0,113,0,0,121,0,0,299,0,0.0,Critical
2025-08,2025-08-10 09:10:00,School ABRU,SYN-1139-ABRU,District E,District E - Block 005,Yes,No,"Classes 6, 7 and 8",Math and Science,76,35,54,93,53,70,81,59,51,250,322,0.644,Behind
2025-08,2025-08-10 09:27:00,School ABRW,SYN-1141-ABRW,District E,District E - Block 005,Yes,Yes,Class 6,Science,62,44,46,65,47,54,66,52,49,193,292,0.7565,On Track
2025-08,2025-08-10 09:44:00,School ABRX,SYN-1142-ABRX,District E,District E - Block 005,Yes,Yes,"Classes 6, 7 and 8",Science,136,121,61,148,107,79,158,121,81,442,570,0.6448,Behind
2025-08,2025-08-10 10:01:00,School ABRY,SYN-1143-ABRY,District E,District E - Block 005,Yes,Yes,"Classes 6, 7 and 8",Math and Science,144,74,62,133,67,77,124,46,49,401,375,0.4676,At Risk
2025-08,2025-08-10 10:18:00,School ABRZ,SYN-1144-ABRZ,District E,District E - Block 005,Yes,Yes,"Classes 6, 7 and 8",Science,141,105,65,148,92,60,154,95,109,443,526,0.5937,At Risk
2025-08,2025-08-10 10:35:00,School ABSA,SYN-1145-ABSA,District E,District E - Block 005,Yes,Yes,Class 7,Science,50,29,23,44,29,28,37,23,24,131,156,0.5954,At Risk
2025-08,2025-08-10 10:52:00,School ABSB,SYN-1146-ABSB,District E,District E - Block 005,Yes,Yes,"Classes 6, 7 and 8",Math and Science,123,90,94,148,113,96,150,102,102,421,597,0.709,Behind
2025-08,2025-08-10 11:09:00,School ABSC,SYN-1147-ABSC,District E,District E - Block 005,Yes,Yes,Class 7,Math and Science,118,55,68,118,62,68,127,72,87,363,412,0.5675,At Risk
2025-08,2025-08-10 11:26:00,School ABSD,SYN-1148-ABSD,District E,District E - Block 005,No,No,Not conducted,Not applicable,11,0,0,22,0,0,56,0,0,89,0,0.0,Critical
2025-08,2025-08-10 11:43:00,School ABSY,SYN-1169-ABSY,District E,District E - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,51,38,31,72,60,49,48,29,30,171,237,0.693,Behind
2025-08,2025-08-10 12:00:00,School ABSZ,SYN-1170-ABSZ,District E,District E - Block 006,Yes,Yes,"Classes 6, 7 and 8",Science,83,54,47,83,64,40,75,52,47,241,304,0.6307,Behind
2025-08,2025-08-10 12:17:00,School ABTA,SYN-1171-ABTA,District E,District E - Block 006,Yes,No,"Classes 6, 7 and 8",Math and Science,48,28,30,56,42,37,45,32,33,149,202,0.6779,Behind
2025-08,2025-08-10 12:34:00,School ABTB,SYN-1172-ABTB,District E,District E - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,81,53,55,84,50,40,76,42,37,241,277,0.5747,At Risk
2025-08,2025-08-10 12:51:00,School ABTC,SYN-1173-ABTC,District E,District E - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,52,41,51,72,55,71,68,42,62,192,322,0.8385,On Track
2025-08,2025-08-10 13:08:00,School ABTD,SYN-1174-ABTD,District E,District E - Block 006,Yes,Yes,"Classes 6, 7 and 8",Math and Science,20,20,18,29,26,28,37,36,32,86,160,0.9302,On Track
2025-08,2025-08-10 13:25:00,School ABVW,SYN-1245-ABVW,District E,District E - Block 006,Yes,Yes,Class 6,Math,43,17,18,47,14,20,43,20,23,133,112,0.4211,At Risk
2025-08,2025-08-10 13:42:00,School ABRO,SYN-1133-ABRO,District E,District E - Block 007,Yes,No,"Classes 6, 7 and 8",Math,58,31,44,61,37,43,65,47,59,184,261,0.7092,Behind
2025-08,2025-08-10 13:59:00,School ABQP,SYN-1108-ABQP,District E,District E - Block 008,Yes,Yes,Class 6,Math and Science,24,17,14,39,24,22,53,41,34,116,152,0.6552,Behind
2025-08,2025-08-10 14:16:00,School ABQQ,SYN-1109-ABQQ,District E,District E - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,55,31,28,115,71,79,120,74,81,290,364,0.6276,Behind
2025-08,2025-08-10 14:33:00,School ABQR,SYN-1110-ABQR,District E,District E - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,48,31,29,72,53,53,67,43,47,187,256,0.6845,Behind
2025-08,2025-08-10 14:50:00,School ABQS,SYN-1111-ABQS,District E,District E - Block 008,No,No,Not conducted,Not applicable,30,0,0,41,0,0,32,0,0,103,0,0.0,Critical
2025-08,2025-08-10 15:07:00,School ABQT,SYN-1112-ABQT,District E,District E - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,116,83,72,108,78,74,111,68,65,335,440,0.6567,Behind
2025-08,2025-08-10 15:24:00,School ABQU,SYN-1113-ABQU,District E,District E - Block 008,Yes,No,"Classes 6, 7 and 8",Math and Science,28,18,20,33,27,32,38,28,32,99,157,0.7929,On Track
2025-08,2025-08-10 15:41:00,School ABQV,SYN-1114-ABQV,District E,District E - Block 008,Yes,Yes,"Classes 6, 7 and 8",Math and Science,28,21,22,34,33,33,25,18,19,87,146,0.8391,On Track
2025-08,2025-08-10 15:58:00,School ABSQ,SYN-1161-ABSQ,District E,District E - Block 009,No,No,Not conducted,Not applicable,79,0,0,102,0,0,80,0,0,261,0,0.0,Critical
2025-08,2025-08-10 16:15:00,School ABSR,SYN-1162-ABSR,District E,District E - Block 009,Yes,No,Class 6,Math,7,5,5,8,7,6,7,6,7,22,36,0.8182,On Track
2025-08,2025-08-10 16:32:00,School ABSS,SYN-1163-ABSS,District E,District E - Block 009,Yes,Yes,"Classes 6, 7 and 8",Math and Science,81,57,62,91,71,77,86,75,79,258,421,0.8159,On Track
2025-08,2025-08-10 16:49:00,School ABST,SYN-1164-ABST,District E,District E - Block 009,No,No,Not conducted,Not applicable,11,0,0,9,0,0,8,0,0,28,0,0.0,Critical
2025-08,2025-08-10 17:06:00,School ABSU,SYN-1165-ABSU,District E,District E - Block 009,Yes,No,"Classes 6, 7 and 8",Math and Science,54,43,43,54,43,46,76,61,58,184,294,0.7989,On Track
2025-08,2025-08-10 17:23:00,School ABSV,SYN-1166-ABSV,District E,District E - Block 009,Yes,No,"Classes 6, 7 and 8",Math and Science,120,83,65,130,90,85,147,100,113,397,536,0.6751,Behind
2025-08,2025-08-10 17:40:00,School ABSW,SYN-1167-ABSW,District E,District E - Block 009,Yes,Yes,Class 8,Science,29,21,17,33,27,15,29,21,18,91,119,0.6538,Behind
2025-08,2025-08-10 17:57:00,School ABSN,SYN-1158-ABSN,District E,District E - Block 010,Yes,No,"Classes 6, 7 and 8",Math and Science,45,31,29,45,26,29,49,27,27,139,169,0.6079,Behind
2025-08,2025-08-10 18:14:00,School ABSO,SYN-1159-ABSO,District E,District E - Block 010,Yes,Yes,"Classes 6, 7 and 8",Science,113,61,59,118,98,65,85,75,42,316,400,0.6329,Behind
2025-08,2025-08-10 18:31:00,School ABSP,SYN-1160-ABSP,District E,District E - Block 010,Yes,Yes,"Classes 6, 7 and 8",Science,73,50,33,66,39,33,96,63,58,235,276,0.5872,At Risk
2025-08,2025-08-10 18:48:00,School ABTE,SYN-1175-ABTE,District E,District E - Block 011,Yes,Yes,"Classes 6, 7 and 8",Science,83,68,69,72,63,69,72,63,66,227,398,0.8767,On Track
2025-08,2025-08-10 19:05:00,School ABTF,SYN-1176-ABTF,District E,District E - Block 011,Yes,Yes,Class 6,Math,22,18,15,26,19,21,25,19,23,73,115,0.7877,On Track
2025-08,2025-08-10 19:22:00,School ABTG,SYN-1177-ABTG,District E,District E - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,56,41,44,68,43,46,41,33,33,165,240,0.7273,Behind
2025-08,2025-08-10 19:39:00,School ABTH,SYN-1178-ABTH,District E,District E - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math and Science,59,34,38,68,40,48,63,37,43,190,240,0.6316,Behind
2025-08,2025-08-10 19:56:00,School ABTI,SYN-1179-ABTI,District E,District E - Block 011,No,No,Not conducted,Not applicable,72,0,0,45,0,0,70,0,0,187,0,0.0,Critical
2025-08,2025-08-10 20:13:00,School ABTJ,SYN-1180-ABTJ,District E,District E - Block 011,Yes,Yes,"Classes 6, 7 and 8",Math,37,22,36,42,26,41,31,13,30,110,168,0.7636,On Track
2025-08,2025-08-10 20:30:00,School ABQW,SYN-1115-ABQW,District E,District E - Block 012,Yes,Yes,"Classes 6, 7 and 8",Science,68,43,31,121,86,61,69,50,43,258,314,0.6085,Behind
2025-08,2025-08-10 20:47:00,School ABQX,SYN-1116-ABQX,District E,District E - Block 012,No,No,Not conducted,Not applicable,46,0,0,66,0,0,56,0,0,168,0,0.0,Critical
2025-08,2025-08-10 21:04:00,School ABQY,SYN-1117-ABQY,District E,District E - Block 012,Yes,No,"Classes 6, 7 and 8",Math and Science,72,57,62,94,87,77,102,87,86,268,456,0.8507,On Track
2025-08,2025-08-10 21:21:00,School ABQE,SYN-1097-ABQE,District E,District E - Block 013,Yes,Yes,Classes 7 and 8,Math and Science,50,38,27,40,31,21,54,43,30,144,190,0.6597,Behind
2025-08,2025-08-10 21:38:00,School ABRJ,SYN-1128-ABRJ,District E,District E - Block 014,No,No,Not conducted,Not applicable,70,0,0,102,0,0,56,0,0,228,0,0.0,Critical
2025-08,2025-08-10 21:55:00,School ABRK,SYN-1129-ABRK,District E,District E - Block 014,Yes,No,Class 6,Math and Science,51,45,42,80,66,61,75,48,50,206,312,0.7573,On Track
2025-08,2025-08-10 22:12:00,School ABRM,SYN-1131-ABRM,District E,District E - Block 014,Yes,No,Class 7,Science,0,0,0,22,10,14,0,0,0,22,24,0.5455,At Risk
2025-08,2025-08-10 22:29:00,School ABRN,SYN-1132-ABRN,District E,District E - Block 014,Yes,Yes,"Classes 6, 7 and 8",Math and Science,49,32,33,82,54,58,70,46,52,201,275,0.6841,Behind
2025-08,2025-08-10 22:46:00,School ABQZ,SYN-1118-ABQZ,District E,District E - Block 015,Yes,Yes,"Classes 6, 7 and 8",Math,63,46,46,77,49,63,60,43,46,200,293,0.7325,Behind
2025-08,2025-08-10 23:03:00,School ABRA,SYN-1119-ABRA,District E,District E - Block 015,Yes,No,"Classes 6, 7 and 8",Math,39,23,18,63,31,34,47,32,23,149,161,0.5403,At Risk
2025-08,2025-08-10 23:20:00,School ABRB,SYN-1120-ABRB,District E,District E - Block 015,Yes,Yes,Class 6,Math and Science,92,71,65,104,74,79,94,68,68,290,425,0.7328,Behind
2025-08,2025-08-10 23:37:00,School ABRC,SYN-1121-ABRC,District E,District E - Block 015,Yes,Yes,Class 7,Math and Science,40,25,25,57,26,14,64,16,15,161,121,0.3758,At Risk
2025-08,2025-08-10 23:54:00,School ABRD,SYN-1122-ABRD,District E,District E - Block 015,Yes,Yes,Class 6,Math,72,44,36,70,42,45,66,30,38,208,235,0.5649,At Risk
2025-08,2025-08-11 00:11:00,School ABRE,SYN-1123-ABRE,District E,District E - Block 015,Yes,No,Class 6,Science,66,35,40,83,53,46,71,43,35,220,252,0.5727,At Risk
2025-08,2025-08-11 00:28:00,School ABRF,SYN-1124-ABRF,District E,District E - Block 015,Yes,No,"Classes 6, 7 and 8",Math and Science,137,99,96,130,91,96,125,82,81,392,545,0.6952,Behind
2025-08,2025-08-11 00:45:00,School ABRG,SYN-1125-ABRG,District E,District E - Block 015,Yes,Yes,"Classes 6, 7 and 8",Math and Science,198,90,79,114,79,77,129,106,79,441,510,0.5782,At Risk
2025-08,2025-08-11 01:02:00,School ABRH,SYN-1126-ABRH,District E,District E - Block 015,No,No,Not conducted,Not applicable,27,0,0,31,0,0,22,0,0,80,0,0.0,Critical
2025-08,2025-08-11 01:19:00,School ABRI,SYN-1127-ABRI,District E,District E - Block 015,No,No,Not conducted,Not applicable,168,0,0,175,0,0,186,0,0,529,0,0.0,Critical
2025-08,2025-08-11 01:36:00,School ABSF,SYN-1150-ABSF,District E,District E - Block 016,Yes,Yes,Class 6,Math and Science,12,8,8,18,11,12,15,6,7,45,52,0.5778,At Risk
2025-08,2025-08-11 01:53:00,School ABSG,SYN-1151-ABSG,District E,District E - Block 016,Yes,Yes,Class 7,Science,105,60,67,99,74,65,141,71,69,345,406,0.5884,At Risk
2025-08,2025-08-11 02:10:00,School ABSH,SYN-1152-ABSH,District E,District E - Block 016,Yes,No,Class 6,Math,58,44,47,55,40,47,47,36,42,160,256,0.8,On Track
2025-08,2025-08-11 02:27:00,School ABSI,SYN-1153-ABSI,District E,District E - Block 016,Yes,Yes,"Classes 6, 7 and 8",Math and Science,67,51,45,54,35,40,52,37,33,173,241,0.6965,Behind
2025-08,2025-08-11 02:44:00,School ABSJ,SYN-1154-ABSJ,District E,District E - Block 016,Yes,Yes,Class 8,Math and Science,74,59,63,87,72,65,87,63,63,248,385,0.7762,On Track
2025-08,2025-08-11 03:01:00,School ABSK,SYN-1155-ABSK,District E,District E - Block 016,Yes,Yes,"Classes 6, 7 and 8",Math and Science,69,51,62,66,61,64,82,62,70,217,370,0.8525,On Track
2025-08,2025-08-11 03:18:00,School ABSL,SYN-1156-ABSL,District E,District E - Block 016,Yes,Yes,Classes 6 and 8,Math and Science,38,30,26,56,52,46,45,40,36,139,230,0.8273,On Track
2025-08,2025-08-11 03:35:00,School ABSM,SYN-1157-ABSM,District E,District E - Block 016,No,No,Not conducted,Not applicable,85,0,0,133,0,0,126,0,0,344,0,0.0,Critical
2025-08,2025-08-11 03:52:00,School ABUY,SYN-1221-ABUY,District F,District F - Block 001,No,No,Not conducted,Not applicable,82,0,0,104,0,0,66,0,0,252,0,0.0,Critical
2025-08,2025-08-11 04:09:00,School ABUZ,SYN-1222-ABUZ,District F,District F - Block 001,Yes,No,"Classes 6, 7 and 8",Math and Science,117,37,43,31,30,27,39,38,35,187,210,0.5615,At Risk
2025-08,2025-08-11 04:26:00,School ABTY,SYN-1195-ABTY,District F,District F - Block 002,Yes,No,"Classes 6, 7 and 8",Math,35,19,26,52,33,29,35,18,17,122,142,0.582,At Risk
2025-08,2025-08-11 04:43:00,School ABUG,SYN-1203-ABUG,District F,District F - Block 002,Yes,No,"Classes 6, 7 and 8",Math and Science,70,43,41,31,27,27,19,14,12,120,164,0.6833,Behind
2025-08,2025-08-11 05:00:00,School ABUH,SYN-1204-ABUH,District F,District F - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,60,41,46,44,39,41,45,42,44,149,253,0.849,On Track
2025-08,2025-08-11 05:17:00,School ABUI,SYN-1205-ABUI,District F,District F - Block 002,Yes,Yes,Class 6,Math and Science,56,43,43,49,36,34,23,15,14,128,185,0.7227,Behind
2025-08,2025-08-11 05:34:00,School ABUJ,SYN-1206-ABUJ,District F,District F - Block 002,Yes,Yes,"Classes 6, 7 and 8",Math and Science,75,51,49,68,46,52,64,47,46,207,291,0.7029,Behind
2025-08,2025-08-11 05:51:00,School ABUT,SYN-1216-ABUT,District F,District F - Block 003,Yes,Yes,Class 6,Science,65,41,41,67,27,37,75,47,41,207,234,0.5652,At Risk
2025-08,2025-08-11 06:08:00,School ABUU,SYN-1217-ABUU,District F,District F - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math,97,61,86,68,47,62,84,66,71,249,393,0.7892,On Track
2025-08,2025-08-11 06:25:00,School ABUV,SYN-1218-ABUV,District F,District F - Block 003,Yes,Yes,Class 6,Math and Science,78,62,60,88,54,57,89,53,50,255,336,0.6588,Behind
2025-08,2025-08-11 06:42:00,School ABUW,SYN-1219-ABUW,District F,District F - Block 003,Yes,Yes,"Classes 6, 7 and 8",Math and Science,36,27,19,74,54,43,27,23,24,137,190,0.6934,Behind
2025-08,2025-08-11 06:59:00,School ABUX,SYN-1220-ABUX,District F,District F - Block 003,No,No,Not conducted,Not applicable,70,0,0,51,0,0,22,0,0,143,0,0.0,Critical
2025-08,2025-08-11 07:16:00,School ABVB,SYN-1224-ABVB,District F,District F - Block 004,Yes,Yes,Class 8,Science,39,20,24,25,20,17,22,19,19,86,119,0.6919,Behind
2025-08,2025-08-11 07:33:00,School ABVC,SYN-1225-ABVC,District F,District F - Block 004,No,No,Not conducted,Not applicable,115,0,0,123,0,0,122,0,0,360,0,0.0,Critical
2025-08,2025-08-11 07:50:00,School ABVD,SYN-1226-ABVD,District F,District F - Block 004,Yes,Yes,"Classes 6, 7 and 8",Math,25,14,16,15,12,14,15,12,12,55,80,0.7273,Behind
2025-08,2025-08-11 08:07:00,School ABVE,SYN-1227-ABVE,District F,District F - Block 004,No,No,Not conducted,Not applicable,90,0,0,76,0,0,48,0,0,214,0,0.0,Critical
